bigram,bigram_frequency
صحراۓ خیال,1
صحراۓ سخن,1
صد تمنا,1
صد جنبشِ,1
شہرہ ہوا,1
شہر کی,1
شعلۂ رنگِ,1
شوق اس,1
شناسائی کا,1
شناور جوے,1
شوخ اتنا,1
شوخ اپنے,1
شوخ تند,1
شوخ دو,1
شوخ سیم,1
شوخ نے,1
شوخ کے,1
شوخئ گفتارِ,1
شوخی تحریر,1
شوخی تو,1
شوخیاں نہ,1
شوخیِ اظہار,1
شوخیِ رفتارِ,1
شوخیِ عنواں,1
شوخیِ نغمۂ,1
شوخیٔ رنگ,1
شوخیٔ نیرنگ,1
شوخیٴ تحریر,1
شور تماشا,1
شور رسوائی,1
شور محشر,1
شور پند,1
شورش فغاں,1
شورِ جنوں,1
شوریدگی کے,1
شمعیں دو,1
شمعِ بہرِ,1
شمعِ انجمنِ,1
شمشیرِ قضا,1
شعلے کی,1
شعور تھا,1
شعور و,1
شعیہ ملت,1
شغف فقیری,1
شفق سرمایہ,1
شمائل کی,1
شمار سبحہ,1
شمارِ سُبحہ,1
شمشاد قداں,1
شمشیر نہیں,1
شمشیر و,1
شمع ترے,1
شمع ہوئی,1
شمع جل,1
شمع جلے,1
شمع رویاں,1
شمع زبانِ,1
شمع ظہور,1
شمع مُژدہ,1
شمع نشاطِ,1
شمع نے,1
شمع کرے,1
شمع کے,1
شمع ھو,1
شمع ہر,1
شوریدہ ذوقِ,1
شوق آتش,1
شہر کو,1
شوق بہ,1
شکرخند چپ,1
شکستِ رنگِ,1
شکستہ صبح,1
شکستہ صف,1
شکستہ ہو,1
شکل سے,1
شکلِ قمری,1
شکن تو,1
شکن زلف,1
شکوہ دیکھو,1
شکوہ و,1
شکوۂ بیداد,1
شکوۂ ضعفِ,1
شکوے بجا,1
شکوے گلے,1
شگفتن گل,1
شگفتن گلہاے,1
شگفتن ہے,1
شگفتگی ہے,1
شھرت چھا,1
شہ شمشاد,1
شہادت تھی,1
شہر آرزو,1
شہر اداس,1
شہر قاروں,1
شہر میرے,1
شہر نہ,1
شکر کہ,1
شکر کو,1
شکر سلامت,1
شوق کا,1
شوق ترے,1
شوق تو,1
شوق دیدار,1
شوق رہبر,1
شوق سے,1
شوق غالب,1
شوق لاکھ,1
شوق منفعل,1
شوق مژدۂ,1
شوق میں,1
شوق نے,1
شوق ورنہ,1
شوق کی,1
شکر جو,1
شوقِ دلِ,1
شوقِ عناں,1
شوکت تیموری,1
شک ستم,1
شک پر,1
شکائتیں وہ,1
شکایت ضرور,1
شکایت غالبؔ,1
شکایت کی,1
شکایت کیجیۓ,1
شکایت ہی,1
شکایت ہے,1
غلاف یہ,1
غلامی میں,1
خودی کی,1
لیے Musafir,1
لیے آنکھ,1
لیے ادائے,1
لیے اپنے,1
لیے بلا,1
لیے بہ,1
لیے تنگ,1
لیے تو,1
لیے جب,1
لیے حمد,1
لیے دیا,1
لیے رہا,1
لیے رہی,1
لیے زباں,1
لیے زمانہ,1
لیے ستائش,1
لیے سجا,1
لیے فلک,1
لیے لوحِ,1
لیے مثال,1
لیے مستیٔ,1
لیے نصیحت,1
لیے نصیر,1
لیے ورق,1
لیے وہ,1
لیے کر,1
لیے کہ,1
لیے کیا,1
لیے آئے,1
لیں یارب,1
غلامی کیا,1
لیں گے,1
لیتا ہوں,1
لیتا ہے,1
لیتے ہیں,1
لیلیِ معنی,1
لیلیٰ مرے,1
لینا زندگی,1
لینگے قیامت,1
لینے مجھے,1
لیکن آخر,1
لیکن آنکھیں,1
لیکن اے,1
لیکن بہ,1
لیکن بہت,1
لیکن ترا,1
لیکن ترے,1
لیکن جاتی,1
لیکن خاک,1
لیکن خودی,1
لیکن ذرا,1
لیکن زباں,1
لیکن عبث,1
لیکن وہ,1
لیکن پھر,1
لیکن کبھی,1
لیکن کیوں,1
لیکن ہم,1
لیکن یہی,1
لیے گدا,1
لیے ہر,1
لے اے,1
لے جا,1
مانع دشت,1
مانع میرے,1
مانع نگاہ,1
مانعِ بے,1
مانعِ ذوقِ,1
مانند مدت,1
مانندِ موجِ,1
مانندِ کہکشاں,1
مانوس و,1
مانگ برہم,1
مانگ جز,1
مانگ لیتے,1
مانگ مشق,1
مانی آئینی,1
مانیۓ گر,1
ماہ سے,1
ماہ کا,1
ماہتاب اترے,1
ماہِ کنعاں,1
مایوسی ملو,1
مایہ کیا,1
مباحثے میں,1
مبارک رہے,1
مبارک ہو,1
مبتلائے آفت,1
مت دکھا,1
مت دکھائیو,1
ماند ستاروں,1
مانا خیال,1
مان جو,1
مائدۂ لذت,1
لے جائے,1
لے داغِ,1
لے مری,1
لے چلیں,1
لے چلے,1
لے ڈوبتی,1
لے کر,1
لے ہم,1
مآل سکندری,1
مئے ایّام,1
مئے گلگوں,1
ما روشن,1
مائل تجھ,1
مان آخر,1
مائل ذرا,1
ماتم یک,1
ماتمیوں پر,1
ماجرا کیا,1
مارا مجھے,1
مارا گزرے,1
مارکہ آرا,1
ماریے اس,1
مارے ہے,1
ماسوا سمجھ,1
مافات چاہیے,1
مالی نے,1
لیتا اسد,1
لیا چاند,1
لیا سچ,1
لوگ وہی,1
لشکریاں شکستہ,1
لطف بے,1
لطف خلش,1
لطف و,1
لطفِ دریغ,1
لطفِ نظارۂ,1
لطمۂ موج,1
لطیفۂ ازلی,1
لعل سے,1
لعنت بھیجتا,1
لغت ہائے,1
لفظ محبت,1
لفظ میں,1
لمس جانانہ,1
لن ترانی,1
لو تن,1
لو نام,1
لو وصل,1
لوث عبادت,1
لوحِ جہاں,1
لوحی پنبۂ,1
لولاک فطرت,1
لولوئے لالا,1
لوٹ کے,1
لوگ خالی,1
لوگ شاعری,1
لوگ قہر,1
لسان العصر,1
لرزیدہ میری,1
لرزنے سے,1
لحد سے,1
لباس کعبہ,1
لباسِ نظم,1
لبالب شیشۂ,1
لبریز اشارہ,1
لبریز نور,1
لبریز کتب,1
لبوں پہ,1
لبِ ساحل,1
لبِ قدح,1
لبِ کربلا,1
لبی ہے,1
لبیک وہاں,1
لخت دل,1
لرزش پیہم,1
لخت لخت,1
لخت لختِ,1
لخت کو,1
لختِ شیشۂ,1
لذت آہ,1
لذت اقرار,1
لذت بھی,1
لذت درد,1
لذتِ آزار,1
لذّتِ آزار,1
لذّتِ آزارِ,1
لذّتِ سنگ,1
لوگ وائے,1
لوگ پکار,1
لیا دانتوں,1
لوگ کہ,1
لگا کِھلنے,1
لگاؤ اس,1
لگاوٹ میں,1
لگایا ہے,1
لگتی ہے,1
لگن کے,1
لگی تھی,1
لگی رنگ,1
لگی صدا,1
لگی کے,1
لگی ہوا,1
لگے آگ,1
لگے اور,1
لگے بنا,1
لگے داغ,1
لگے دل,1
لگے محفل,1
لگے ہیں,1
لہنا نہیں,1
لہو میں,1
لہو نہ,1
لہو پانی,1
لہو کریں,1
لہو کیا,1
لہو ہوئے,1
لی گو,1
لیا تھا,1
لگا کر,1
لگا عمر,1
لگ گیا,1
لڑائی ہوگی,1
لوگ کیسے,1
لوگوں کو,1
لوں دو,1
لوں شان,1
لوں گا,1
لوں ہر,1
ليکن ذرا,1
ليکن ملا,1
لٹا دیا,1
لٹاتا نہ,1
لٹتا دن,1
لپٹا ہوا,1
لڑتے ہیں,1
لکیریں ہاتھ,1
لڑکپن میں,1
لڑے اور,1
لکھ دیا,1
لکھا تو,1
لکھا جاتا,1
لکھا ہے,1
لکھنے بیٹھوں,1
لکھوائی ایک,1
لکھوائے کوئی,1
لکھوائے ہوئی,1
لکھوں اس,1
لکھی ہے,1
مت رکھ,1
مت فریب,1
مت پوچھو,1
مرد مسلماں,1
مرا انتظار,1
مرا بھلا,1
مرا رنگ,1
مرا سودا,1
مرا سوز,1
مرا سوزِ,1
مرا فکر,1
مرا لپٹا,1
مرا پیش,1
مرا کام,1
مرا کیا,1
مرا ہر,1
مراد قصوروار,1
مرادِ دلِ,1
مرتا جو,1
مرتبہ تیرا,1
مرتبہ چاھے,1
مرتے ھیں,1
مرجاں کا,1
مرحبا نہ,1
مرحبا کہیں,1
مرحلہ ء,1
مرد آزما,1
مرد اشک,1
مرد تن,1
مرد خدا,1
مرد خلیق,1
مر چلے,1
مر نہیں,1
مر جائے,1
مدرسہ و,1
محیط بیکراں,1
محیط میں,1
محیطِ آب,1
مخالف ہے,1
مختصر بیاباں,1
مخمور نہیں,1
مدار اب,1
مدام سے,1
مدح باقی,1
مدح خوبیِ,1
مدح لب,1
مدد کو,1
مدرسہ یا,1
مذکور نہیں,1
مدرسہ یہ,1
مدعا عنقا,1
مدعا کہ,1
مدعا کیا,1
مدعا گم,1
مدعا ہے,1
مدعی تو,1
مدعی میری,1
مدعی کے,1
مدّعا پایا,1
مدھم ھوں,1
مدینہ و,1
مرد مجاہد,1
مرد مومن,1
محوِ نسبت,1
مردان جفاکش,1
مرہمِ زنگار,1
مرہون جوش,1
مری آنکھوں,1
مری اکسیر,1
مری تعمیر,1
مری جبین,1
مری جفا,1
مری جو,1
مری حدیث,1
مری خاک,1
مری زباں,1
مری سادگی,1
مری فریاد,1
مری مگر,1
مری نگاہ,1
مری کوشش,1
مری کیا,1
مرید سادہ,1
مرے ارمان,1
مرے بیاں,1
مرے تا,1
مرے جرم,1
مرے داغِ,1
مرے رازداں,1
مرے زخمِ,1
مرے سینے,1
مرے قاتل,1
مرہم کی,1
مرگیا پر,1
مرگیا جو,1
مرغوب بت,1
مردان حر,1
مردان صفا,1
مردان غازی,1
مردمک ہے,1
مردوکوزندہ جانتا,1
مردہ و,1
مردہ ہوں,1
مرزابھی ہوافغان,1
مرغ اسیر,1
مرغ چمن,1
مرغ کہ,1
مرغزار در,1
مرغوبِ بتِ,1
مرگِ خاموشی,1
مرغِ چمن,1
مرغِ گرفتار,1
مرنے کا,1
مروت حسن,1
مرگ باشرف,1
مرگ حیات,1
مرگ دفعِ,1
مرگ علاج,1
مرگ ناگہاں,1
مرگ و,1
مرگ ہلتے,1
مرگ ہم,1
محوِِِ رقص,1
محوِ مدح,1
متاع بے,1
مجھے شوخیِ,1
مجھ کوکہ,1
مجھکو مشعل,1
مجھی کو,1
مجھے آشکار,1
مجھے آہ,1
مجھے اس,1
مجھے اضطرابِ,1
مجھے اندیشۂ,1
مجھے بخشے,1
مجھے بزم,1
مجھے بھی,1
مجھے بے,1
مجھے تو,1
مجھے تپشِ,1
مجھے جامِ,1
مجھے جلوۂ,1
مجھے جوشِ,1
مجھے جی,1
مجھے حسرت,1
مجھے حکم,1
مجھے خاکِ,1
مجھے خرمن,1
مجھے دن,1
مجھے دیا,1
مجھے دیدہٴ,1
مجھے راہ,1
مجھے رنگ,1
مجھ میں,1
مجھ سا,1
مجھ تک,1
مجالِ خواب,1
متاعِ ہنر,1
مثال یہ,1
مثل جوہر,1
مثل کلیم,1
مثلِ ذرّہ,1
مثلِ موج,1
مثلِ نیستاں,1
مثلِ گل,1
مجاز آپ,1
مجاز میں,1
مجال مری,1
مجال کہ,1
مجاہد نظر,1
مجنوں یا,1
مجاہد کي,1
مجبور نہیں,1
مجبور پیدائی,1
مجبوری صلہ,1
مجبوریاں ہی,1
مجذوب فرنگی,1
مجلس آرائے,1
مجموعہ خیال,1
مجموعۂ خیال,1
مجنوں نہیں,1
مجنوں پہ,1
مجنوں کو,1
مجھے روکے,1
مجھے عزیز,1
محوِ ماہِ,1
مجھے غالب,1
محراب مسجد,1
محراب کی,1
محرم ملے,1
محرم گوش,1
محروم بدقسمت,1
محرومی جسے,1
محرومیِ تسلیم,1
محرومیٔ قسمت,1
محشر میں,1
محشر ہوں,1
محصور نہیں,1
محفل آئے,1
محفل اٹھ,1
محفل درد,1
محفل نہیں,1
محفل پہ,1
محفل چراغ,1
محفل کا,1
محفل ہے,1
محفوظ رکھتی,1
محل اے,1
محمد بھی,1
محمل نشینِ,1
محنت سے,1
محو آرایش,1
محورے شوق,1
محوِ آئینہ,1
محراب سنی,1
محتسبو منہ,1
محتسب مہرباں,1
مجھے گدائے,1
مجھے فکر,1
مجھے لعل,1
مجھے مردمک,1
مجھے معجزوں,1
مجھے معلوم,1
مجھے نکتۂ,1
مجھے چاہیے,1
مجھے کثرتِ,1
مجھے کفر,1
مجھے کوجے,1
مجھے کُشتۂ,1
مجھے کہ,1
مجھے گوہر,1
محبت کی,1
مجھے گھر,1
مجھے ہمکنار,1
مجھے یا,1
مجھے یادِ,1
مجھے یک,1
مجھے یہ,1
محابا جل,1
محابا ہے,1
محال ھے,1
محبت آستان,1
محبت لکھوں,1
محبت کا,1
لباس میں,1
لباس مجاز,1
لبادہ تو,1
فصل بہاری,1
فرہاد سے,1
فرہاد نہیں,1
فرہاد کئے,1
فرہنگ کر,1
فریاد آیا,1
فریاد سے,1
فریاد کہاں,1
فریادِ بے,1
فریب آستیں,1
فریب لیکن,1
فریب میں,1
فریب نامۂ,1
فریبِ صنعتِ,1
فریبی عنواں,1
فریبی ہے,1
فریدون و,1
فزا اور,1
فزا ہے,1
فساد فقیہہ,1
فساد نہیں,1
فسانہ خوانیِ,1
فسردگی میں,1
فسردہ دل,1
فسون نیاز,1
فشاں تجھ,1
فشاں کی,1
فشاں کے,1
فروغِ مے,1
فروغِ جوہرِ,1
فروغ ہے,1
فرقت یار,1
فرصت ہستی,1
فرصتِ ربطِ,1
فرصتِ ہستی,1
فرصتیِ زیست,1
فرض ہے,1
فرعون میری,1
فرق ان,1
فرق جینے,1
فرق منزل,1
فرق نہیں,1
فرقاں وہی,1
فرقت میں,1
فرقتِ یارانِ,1
فروغ وادی,1
فرقِ غم,1
فرما جل,1
فرما ہے,1
فرنگ آباد,1
فرنگ سرمہ,1
فرنگ کا,1
فرنگی اس,1
فرنگی دل,1
فرنگی شیشہ,1
فروزاں ہو,1
فروش صاحب,1
فروش و,1
فصل بہار,1
فضا آج,1
فرصت نہیں,1
فضا اور,1
فقط مردان,1
فقط نگاہ,1
فقط یہ,1
فقیران حرم,1
فقیروں کا,1
فقیروں کو,1
فقیری ملی,1
فقیہان شہر,1
فقیہہ شہر,1
فلاطوں میان,1
فلسطیں میں,1
فلسفہ و,1
فلسفی سے,1
فلک الافلاک,1
فلک بھی,1
فلک تو,1
فلک دشت,1
فلک دلِ,1
فلک نہ,1
فلک نے,1
فلک پہ,1
فلک کا,1
فلک کو,1
فلکِ سفلہ,1
فن سے,1
فنا اے,1
فنا سمجھ,1
فقط رنگ,1
فقط جلتا,1
فقط تیرے,1
فطرتیِ طبعِ,1
فضا ميں,1
فضا ہے,1
فضائیں یہاں,1
فضائے خندۂ,1
فضائے زمانہ,1
فطرت اسی,1
فطرت اور,1
فطرت جو,1
فطرت خود,1
فطرت میں,1
فطرت کو,1
فطرت ہے,1
فغان نیم,1
فقط بن,1
فغان چنگ,1
فغاں اور,1
فغاں کی,1
فغاں کیوں,1
فغفوری کبھی,1
فقر بھی,1
فقر تھا,1
فقر میں,1
فقر نہیں,1
فقر کی,1
فقرِ غیّور,1
فقط آواز,1
فرصت کے,1
فرصت نہيں,1
فنا کی,1
غیر کا,1
غماز کیا,1
غمخوار نے,1
غمخوار کیا,1
غمخوار کے,1
غمخوارِ جانِ,1
غمزدوں کو,1
غمزہ و,1
غمِ دوعالم,1
غمِ پنہاں,1
غمیں کے,1
غنچہ اگر,1
غنچہ بہ,1
غنچہ و,1
غنچہ وا,1
غنچۂ خاطر,1
غنچۂ ناشگفتہ,1
غنچۂ گل,1
غنچے سے,1
غنیمت کہ,1
غواصی نہ,1
غوروفکر سے,1
غوریؔ کے,1
غير پھرتا,1
غَمِ روزگار,1
غیب جس,1
غیب غیب,1
غیب و,1
غم ہی,1
غم ہمیں,1
غم ہستی,1
غم اُس,1
غلتیدن بسمل,1
غلتیدنِ بِسمل,1
غلط آہنگ,1
غلط بھی,1
غلط بینی,1
غلط تھا,1
غلط نہیں,1
غلط ہے,1
غلطی کی,1
غلطیہائے عزیزاں,1
غم آرزو,1
غم اور,1
غم تھم,1
غم ہجراں,1
غم جھلملاتی,1
غم خوار,1
غم خوارِ,1
غم فرہاد,1
غم مقامات,1
غم میرا,1
غم نہ,1
غم نہیں,1
غم ِ,1
غم کوئی,1
غم کہ,1
غم ہجر,1
غیر جلوۂ,1
غیر یوں,1
فرصت نگہ,1
غیّور کھا,1
فرد جمع,1
فرد جہاں,1
فرد ھے,1
فردا فرنگی,1
فردا نہیں,1
فردا کا,1
فردا کو,1
فردا ہے,1
فردوس جو,1
فردوس ملے,1
فردوس میں,1
فردوس کا,1
فردوس کی,1
فرزانہ بے,1
فرزند اپنے,1
فرزندی میری,1
فرسا ہو,1
فرسا ہے,1
فرسودہ جہاں,1
فرش ہے,1
فرشتہ ہماری,1
فرشتے نہ,1
فرشتے وضو,1
فرصت برسرِ,1
فرصت تھی,1
فرصت رنج,1
فرصت زمانے,1
فراہم خس,1
فراق مدح,1
فراق سے,1
فاقوں سے,1
فائدہ اخفائے,1
فائدہ ایسی,1
فائدہ عرضِ,1
فائدہ کہ,1
فائدہ یاروں,1
فارسی گفتۂ,1
فارغ تو,1
فارغ نہیں,1
فاش رموز,1
فاش لاکھ,1
فاش کر,1
فاصلے میں,1
فال نظر,1
فراق ساز,1
فتراک صاحب,1
فتراک کھویا,1
فتنہ آدمی,1
فتنہ انتظار,1
فتنہ خرام,1
فتنہ خو,1
فتنہ و,1
فتنے کو,1
فجر چمن,1
فراز اُڑتے,1
فراست نصیب,1
فراغت گاہ,1
فنا غالبؔ,1
فنا ہمت,1
لب ہی,1
قید مقام,1
قلندروں کا,1
قلندری میری,1
قلندری میں,1
قمری نالہ,1
قناعت نہ,1
قند مشکل,1
قوم نام,1
قوم کو,1
قوم کچھ,1
قوم کی,1
قّدِ آدم,1
قہر طوفاں,1
قیاس اہل,1
قیام آیا,1
قیامت ایک,1
قیامت تَعبوں,1
قیامت سے,1
قیامت شب,1
قیامت قامتوں,1
قیامت میں,1
قیامت نے,1
قیامت کا,1
قیامت کر,1
قیامت کے,1
قیامت ہی,1
قیامت یوں,1
قیامتیں کہ,1
قلندر نے,1
قلندر جز,1
قلمِ سر,1
قطرہ اپنا,1
قسمت کا,1
قصور تھا,1
قصوروار غریب,1
قصہ تمام,1
قصہ سناتی,1
قصہ نہیں,1
قضا اِس,1
قضا زیتون,1
قضا مجھے,1
قضا کہیں,1
قضا ہے,1
قط قلمِ,1
قطرہ عرق,1
قلم نکلے,1
قطرہ و,1
قطرہ چشمِ,1
قطرہ کا,1
قطرہٴ مے,1
قطرۂ خوں,1
قطرے پہ,1
قفس اداس,1
قفَسِ مُرغِ,1
قلب و,1
قلزم خوں,1
قلم اٹھتا,1
قلم میرے,1
قیامِ مستی,1
قید میں,1
قسمت سے,1
قید ہے,1
لالا اگر,1
لالہ بہ,1
لالہ زار,1
لالہ عذارانِ,1
لالہ مۂ,1
لالہ پر,1
لالہ پریشاں,1
لالہ کو,1
لالۂ دل,1
لالے کی,1
لامکاں پہ,1
لانا جو,1
لاوے تاب,1
لاکھ حکیم,1
لاکھ عذر,1
لاکھ پردے,1
لاکھوں آرزوئیں,1
لاکھوں لولوئے,1
لاگ بھی,1
لاگ دوزخ,1
لاہوتی اس,1
لب اے,1
لب بہ,1
لب بے,1
لب مشکبو,1
لب نہ,1
لب کہ,1
لال ھے,1
لاش بے,1
لازم ہے,1
لا الٰہ,1
قید_مقام سے,1
قیدنہیں کرسکتافراز,1
قیدِ حیات,1
قیصری کیا,1
قیمتِ گوہر,1
قیود تھا,1
لؤ ٹمٹمائے,1
لؤ ھے,1
لئیم تو,1
لئے تو,1
لئے يوں,1
لئے ہوئے,1
لا جس,1
لادوا نہ,1
لا رکھا,1
لا سکتا,1
لا سے,1
لا يخلف,1
لاؤں کہ,1
لائق نہیں,1
لائے گا,1
لاتا ہے,1
لاتخف خیرہ,1
لاتے ہیں,1
لاحق اتباع,1
لاد کر,1
قسمت میں,1
قسمت آزمانے,1
فوتِ فرصتِ,1
قبا آخر,1
فیضِ جاں,1
قائد اسی,1
قائل جب,1
قابل نہیں,1
قابلی سے,1
قاتل بھی,1
قاتل بے,1
قاتل حساب,1
قاتل دعا,1
قاتل دمِ,1
قاتل نہیں,1
قاتل پسند,1
قاتل کا,1
قاتل کی,1
قاتل کیا,1
قاتل کے,1
قاتلوں کو,1
Badaltay Rahay,1
قاصد کو,1
قاعدے سے,1
قافلہِ عشق,1
قالب آغوش,1
قالی ہے,1
قامت سے,1
قامت کی,1
قامت ہے,1
قامتوں کا,1
فیضان نظر,1
فیضؔ کیا,1
فیضؔ کوئی,1
فکرِ سخن,1
فُرصت کے,1
فکر جہاں,1
فکر دل,1
فکر سے,1
فکر مدرسہ,1
فکر ميں,1
فکر نالہ,1
فکر وصل,1
فکر کر,1
فکر کو,1
فکر کی,1
فکرِ زخم,1
فگار ہیں,1
فیضؔ وہ,1
فگاروں پہ,1
فگن کون,1
فہم و,1
فہم کو,1
فہم ہے,1
فیصلہ دل,1
فیض بیدلی,1
فیض بے,1
فیض ہم,1
فیضؔ تو,1
فیضؔ تھی,1
فیضؔ ورنہ,1
قانون ء,1
قبا چاک,1
قریہ ہے,1
قبا کا,1
قدرت بھی,1
قدرت کا,1
قدرتِ حق,1
قدرِ فہم,1
قدسیوں کے,1
قدم بوس,1
قدم تجھے,1
قدم رکھا,1
قدم سائے,1
قدم سے,1
قدم قدم,1
قدم میری,1
قدم میں,1
قدم ہوں,1
قدم یا,1
قرآن بھی,1
قرآں وہی,1
قرآں کو,1
قرار آ,1
قرار تھا,1
قرار کیا,1
قرار یارب,1
قربتیں کتنی,1
قرض دوستاں,1
قرض رکھتے,1
قرطبہ شاید,1
قریب مسلماں,1
قدر ہے,1
قدر ڈھونڈا,1
قدر و,1
قد گرمِ,1
قباے یار,1
قبر ہے,1
قبلۂِ حاجات,1
قبلے کی,1
قبول کر,1
قتل لگاوٹ,1
قتل مقدر,1
قتل نعل,1
قتل پر,1
قتل گہ,1
قد اور,1
قد سے,1
قداں پھر,1
قدر لب,1
قدح و,1
قدح پہ,1
قدر آباد,1
قدر آساں,1
قدر آیا,1
قدر تنگ,1
قدر جس,1
قدر جو,1
قدر جگر,1
قدر خاک,1
قدر رنگ,1
قدر شوق,1
سے لب,1
سے لاؤں,1
سے قلندروں,1
دیکھنا آساں,1
دیکھنا رنگ,1
دیکھنا غیر,1
دیکھنا مقصود,1
دیکھنا کہ,1
دیکھنے والے,1
دیکھو تری,1
دیکھو تو,1
دیکھو جرم,1
دیکھوں علی,1
دیکھی وفاۓ,1
دیکھیں کیا,1
دیکھیے انداز,1
دیکھیے تھمے,1
دیکھیے سامنے,1
دیکھے ہیں,1
دیگر سے,1
دیں اور,1
دیں علی,1
دیں پنبہ,1
دیے جوشِ,1
دیے ہیں,1
دے اسد,1
دے اسی,1
دے اسے,1
دے اوک,1
دے برپا,1
دے بھول,1
دیکھنا ان,1
دیکھتے ہی,1
سے قرآں,1
دیکھتا ہوں,1
دیوان کم,1
دیوانگاں ہیں,1
دیوانگی سے,1
دیوانہ پر,1
دیوانہ گر,1
دیوانہ ہم,1
دیوانے نہ,1
دیوے آکے,1
دیوے لیکن,1
دیپ ظلمت,1
دیکھ آئیں,1
دیکھ اپنا,1
دیکھ لوں,1
دیکھ نگاہ,1
دیکھ پاتا,1
دیکھ چکا,1
دیکھ کیا,1
دیکھا اسدؔ,1
دیکھا افرنگ,1
دیکھا تھا,1
دیکھا جھکا,1
دیکھا شناور,1
دیکھا نہں,1
دیکھا چاہئے,1
دیکھا چاہیے,1
دیکھا کرے,1
دیکھا ہی,1
دے تو,1
دے جو,1
دے داد,1
دے دِکھا,1
ذوق حسن,1
ذوق خود,1
ذوق شکرخند,1
ذوق عیش,1
ذوق قتل,1
ذوق میں,1
ذوق نہیں,1
ذوق وصل,1
ذوق ہے,1
ذوقِ تماشا,1
ذوقِ خرابی,1
ذوقِ دشت,1
ذوقِ عشق,1
ذوقِ معاصی,1
ذوقِ وصل,1
ذَوقِ اسیری,1
ذکر ان,1
ذکر میرا,1
ذکر و,1
ذکر کی,1
ذکر یار,1
را او,1
را وہ,1
رائیگاں ستائش,1
رات سر,1
رات ماہ,1
رات چاہیے,1
ذوق افکار,1
ذلیل ہے,1
ذلیل کہ,1
ذرا حجاب,1
دے شراب,1
دے طلسم,1
دے ولے,1
دے پلا,1
دے کر,1
دے کرے,1
دے یہ,1
ذات پر,1
ذاقِ فنا,1
ذر و,1
ذرا آزاد,1
ذرا تقدیر,1
ذرا دیر,1
ذلیخا کامجھے,1
ذرا سی,1
ذرا میرے,1
ذرا نہ,1
ذرا نہیں,1
ذرّہ روزن,1
ذرّہ ہے,1
ذرّۂ خاک,1
ذرہ سویداۓ,1
ذرہ مثل,1
ذرہ ہے,1
ذرۂ خاک,1
ذلت ہے,1
دیوارِ سیلابی,1
دیوارِ زنداں,1
دیواروں کے,1
دی ہوئی,1
دکھا کہ,1
دکھاؤں گا,1
دکھائیو یہ,1
دکھاتی رہی,1
دکھتے ہیں,1
دکھلا دوں,1
دکھلا کے,1
دکھلائیں گے,1
دھرا کیا,1
دھرا ہے,1
دھمکانے نہ,1
دھو کے,1
دھوتا ہوں,1
دہان زخم,1
دہر خمیازہ,1
دہر کا,1
دہقاں کا,1
دہن اس,1
دہن کے,1
دہناں آج,1
دی اپنی,1
دی اگر,1
دی بڑا,1
دی تنگئ,1
دی دی,1
دی سادگی,1
دی معراج,1
دکھ تھے,1
دکھ تری,1
دکان آتش,1
دوں غالب,1
دوعالم ہے,1
دولت بھی,1
دولت لب,1
دولت و,1
دولتِ نظارۂ,1
دولتے بستم,1
دونوں جہان,1
دونوں کا,1
دونوں کي,1
دوڑائے ہے,1
دوڑتے پھرنے,1
دوڑے ہے,1
دوں یا,1
دِیہ ویراں,1
ديکھوں کہ,1
دَامانِ ضمیر,1
دَاماں کئے,1
دَہَنِ شیر,1
دَیں اس,1
دُردی کشِ,1
دُور تن,1
دُور دُور,1
دِل پهر,1
دِکر ہوئے,1
دِکھا کے,1
دِیوار کے,1
دی پرہیز,1
دی ہوتی,1
دیوار یاد,1
دیئے ہیں,1
دیدار کر,1
دیدار کی,1
دیده پهر,1
دیدہ خوں,1
دیدہ ہوں,1
دیدہٴ تر,1
دیدہٴ حیراں,1
دیدۂ اختر,1
دیدۂ خونیں,1
دیدۂ پر,1
دیدۂِ تصویر,1
دیر میں,1
دیر پا,1
دیر کو,1
دیر کہن,1
دیمک کی,1
دین پہ,1
دین ہے,1
دینا تری,1
دینگے جوچلا,1
دینگے پیار,1
دینگے کم,1
دینگے ہم,1
دینگے یقین,1
دینے پہ,1
دیوار بھی,1
دیوار سے,1
دیدار سے,1
دیدار بھی,1
دیدار بلا,1
دیا کرو,1
دیا ادھر,1
دیا اقبالؔ,1
دیا بنا,1
دیا تو,1
دیا جان,1
دیا غالب,1
دیا قرار,1
دیا لکھی,1
دیا مرے,1
دیا نہ,1
دیا وہ,1
دیا پہلو,1
دیا کس,1
دید چِھن,1
دیا کہ,1
دیا یہ,1
دیتا بار,1
دیتا تھا,1
دیتا نہ,1
دیتا ھے,1
دیتا ہوں,1
دیتِ خواب,1
دیتی بانگ,1
دید تمنا,1
دید ننگِ,1
دید و,1
رات کو,1
رات کہاں,1
رات کیا,1
رنگ یاں,1
رمِ آہو,1
رمیدہ ہوں,1
رنج سے,1
رنج فزا,1
رنج مشکلیں,1
رنج و,1
رنجش دل,1
رنجور نہیں,1
رنجِ نو,1
رنجیدہ سکھائیں,1
رند سے,1
رنگ اختلاط,1
رنگ بدلے,1
رنگ بزم,1
رنگ بھرے,1
رنگ بہار,1
رنگ حنا,1
رنگ دل,1
رنگ رخِ,1
رنگ رقیب,1
رنگ فصل,1
رنگ میرا,1
رنگ نہ,1
رنگ پر,1
رنگ کروں,1
رنگ گل,1
رنگ گلشن,1
رموز قلندری,1
رمزیں ہیں,1
رم میرا,1
